id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm1217689,Yuri Marçal: Honest Mistake,MOVIE,"From sharing his unique views on family, race and religion to detailing an online rift that blew up, Brazilian comedian Yuri Marçal isn't holding back.",2022,,59.0,"['comedy', 'documentation']",[],,tt20597344,6.1,41.0,1.967,7.5
ts72196,Swap Shop,SHOW,"When the ""Swap Shop"" radio show shares the scoop on sweet deals, collectors of cars, comics, creepy clown statues and more listen with ears wide open.",2021,TV-14,30.0,['reality'],['US'],2.0,tt15674202,6.6,355.0,1.554,6.7
ts307981,Scaredy Cats,SHOW,"On Willa Ward’s twelfth birthday, she inherits a beautiful charm necklace that belonged to her mother, who was a witch.  She soon learns 2 bad witches, Wilma and Wanda are after her locket so they can have ultimate power, and she alongside her best friends Scout and Lily turn into cats to escape.",2021,TV-G,29.0,"['scifi', 'family', 'fantasy', 'comedy']",['US'],1.0,tt15387774,6.2,349.0,7.585,6.9
tm1074621,Bridgerton - The Afterparty,MOVIE,"""Bridgerton"" cast members share behind-the-scenes stories from the hit show, plus comedian Nikki Glaser breaks down the costume drama's sexiest moments",2021,,38.0,[],['US'],,,,,,
ts188367,Bombay Begums,SHOW,"From boardrooms to society's margins, five ambitious women from various walks of life navigate dreams, desires and disappointments in modern Mumbai.",2021,TV-MA,49.0,['drama'],['IN'],1.0,tt10238792,5.2,4884.0,2.475,8.3
tm990983,Paper Lives,MOVIE,"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood.",2021,,96.0,['drama'],['TR'],,tt13045890,6.6,12034.0,21.221,8.2
tm1094069,The Women and the Murderer,MOVIE,This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,2021,PG-13,92.0,"['documentation', 'crime']",['FR'],,tt15216504,6.4,1237.0,9.08,6.2
tm1037704,Resort to Love,MOVIE,Aspiring pop star Erica ends up as the entertainment at her ex-fiancé’s wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown.,2021,PG,101.0,"['romance', 'comedy']",['US'],,tt12929990,5.7,5771.0,42.837,7.3
tm902870,7 Yards: The Chris Norton Story,MOVIE,A documentary that will inspire you to overcome. It took Chris Norton 7 years to walk his bride 7 yards down the aisle after a life-altering football tackle.,2021,,93.0,['documentation'],['US'],,tt12439210,7.8,258.0,1.788,7.3
tm1165118,UFO,MOVIE,"When aspiring musician and student Deniz falls for a rough-hewn motorbike racer, tragedy and family opposition obstruct their path to love.",2022,,109.0,"['drama', 'romance', 'documentation']",['TR'],,tt14369286,4.7,784.0,31.008,5.9
tm948681,Below Zero,MOVIE,"On a lonely road, a prison transport is brutally assaulted. Martin, the policeman who was driving, survives and fortifies his position while the con men search for a way to finish him.",2021,,106.0,"['action', 'crime', 'thriller', 'horror', 'drama']",['ES'],,tt9845564,6.2,19201.0,49.755,6.4
ts331654,Pedal to Metal,SHOW,"After a race they drive in ends fatally, friends Kike and Noche flee to Mexico City to hide, rebuild their lives and escape danger ... or at least try.",2022,TV-MA,0.0,"['drama', 'action', 'thriller', 'crime']",['MX'],1.0,tt18568732,7.7,59.0,5.668,6.6
ts283614,Haunted: Latin America,SHOW,"Real people's terrifying tales of the chilling, unexplained and paranormal come to life with dramatic reenactments in this reality series.",2021,TV-14,34.0,"['horror', 'reality']",['MX'],1.0,tt14164238,5.3,579.0,71.946,7.3
tm960430,Child of Kamiari Month,MOVIE,"This is a story of a 12-year-old girl, Kanna, born as a descendant of the Gods. Her family has a mission to deliver offerings from all over Japan to the Gods' gathering in Izumo. Although Kanna's mother was to complete the mission, her passing prompted Kanna to finish the task, hoping she could reunite with her dead mother in the Gods' land at the end of her journey.",2021,,99.0,"['fantasy', 'animation', 'drama', 'family']",['JP'],,tt13057626,5.8,751.0,6.608,6.3
tm954297,The Secret Diary of an Exchange Student,MOVIE,Two best friends embark on a life-changing adventure abroad as exchange students.,2021,,96.0,"['comedy', 'romance']",['BR'],,tt11594766,5.3,890.0,6.139,6.6
tm1107848,Making Malinche: A Documentary by Nacho Cano,MOVIE,Join the creative process behind Nacho Cano’s new musical based on the love story of Malinche and Hernán Cortés and the merging of their two worlds.,2021,,89.0,"['documentation', 'music']",[],,tt15478968,5.1,34.0,1.557,
ts319460,Russell Howard: Lubricant,SHOW,This two-part special features comic Russell Howard's delayed-yet-delighted return to the stage and a look at his life during an unexpected lockdown.,2021,,63.0,['comedy'],['GB'],1.0,tt16146342,7.1,828.0,1.546,5.3
tm997608,Hate by Dani Rovira,MOVIE,An uncensored monologue by Dani Rovira about today's society.,2021,PG-13,82.0,['comedy'],['ES'],,tt13323128,6.7,422.0,11.023,7.4
ts287853,Coyotes,SHOW,"A troop of scouts arrives at Warnaffe for their big summer camp. Among them, the newest member of the Coyotes patrol, Kevin, a rebellious and lonely boy. From the first evening, he leaves to find something to smoke in the neighbouring village. There he meets Marie with whom it's love at first sight. They spend the night by a lake in a quarry. The next day, still under the influence of drugs, Kevin dives into the lake, discovers a cave, diamonds and a corpse of a young man. This is where problems started.",2021,,45.0,['drama'],"['BE', 'LU']",1.0,tt13847924,5.2,308.0,4.707,6.8
tm950360,The Yin Yang Master,MOVIE,"The world is on the verge of a devastating war with monsters who are coming to retrieve the Scaling Stone. Yin Yang Master Qingming's life is in danger and he travels to different worlds to prepare for the upcoming assaults. On his journey, Qingming finds that the key to all the calamities is embracing his hybrid identity of both human and monster.",2021,,113.0,"['romance', 'drama']",['CN'],,,,,20.188,6.8
ts288064,Somos.,SHOW,"The lives of the people of Allende, a Mexican border town, are overtaken by a powerful cartel's operations, leading to tragedy. Inspired by true events.",2021,TV-MA,52.0,"['drama', 'crime', 'history']",['MX'],1.0,tt14719590,7.1,1138.0,25.704,7.7
ts305890,Too Hot to Handle: Latino,SHOW,"Singles from Latin America and Spain are challenged to give up sex. But here, abstinence comes with a silver lining: US$100,000.",2021,TV-14,36.0,"['reality', 'romance']",['MX'],1.0,tt15251764,5.4,284.0,12.408,7.3
ts304690,Remember You,SHOW,"A genius detective teams up with a colleague to investigate a case that hits close to home, but the duo becomes entangled in a cat-and-mouse game.",2021,TV-MA,67.0,"['action', 'drama', 'crime', 'romance']",['TH'],1.0,tt15344082,7.5,78.0,3.202,7.0
tm1107912,American Girl,MOVIE,"Uprooted from Los Angeles after her mother is stricken with breast cancer, thirteen year old Fen struggles to adjust to life in Taipei. As Fen navigates her way through school and reconnects with her long-separated father, her turbulent bond with her mother worsens. Fen drifts further away from her mother through a series of rebellious acts before her younger sister is misdiagnosed with SARS, pushing Fen and her mother towards a heated, long-gestating confrontation.",2021,,101.0,"['drama', 'family']",['TW'],,tt15620158,7.1,1221.0,2.57,6.6
tm813372,Etharkkum Thunindhavan,MOVIE,"A lawyer turns judge jury and executioner and goes after a gang, led by a minister's son, that threatens women with videos of them.",2022,,151.0,"['thriller', 'action', 'crime', 'drama']",['IN'],,tt10340562,6.6,11591.0,,
tm1001619,Man in Love,MOVIE,"A-Cheng collects debts for a gangster and doesn't skimp on violence, but he can also be merciful to those who deserve it. He has a crush on Hao-ting, the daughter of one of the debtors, but he only knows the underworld and so embarks on a clumsy and primitive courtship that includes reducing the girl's debts in exchange for pity dates. But when Hao-ting catches a glimpse of the good in him, the clouds of melodrama thicken and A-Cheng is forced to come to terms with the real nature of his work.",2021,,115.0,"['romance', 'drama']",['TW'],,tt14428606,6.9,1744.0,3.611,7.3
tm1025493,Dasvi,MOVIE,"Jailed under a tough cop, an uneducated politician decides to spend his time studying for high school, while his scheming wife has plans of her own.",2022,,125.0,"['comedy', 'drama']",['IN'],,tt14107554,7.4,21050.0,3.327,5.7
tm1087383,JJ+E,MOVIE,"Elisabeth and John-John live in the same city, but they inhabit different worlds.",2021,,90.0,"['drama', 'romance']",['SE'],,tt12299824,5.3,1724.0,31.532,5.4
tm1147890,The Hand of God: Through the Eyes of Sorrentino,MOVIE,"Director Paolo Sorrentino returns to Naples, his hometown, and reflects on his youth in an exclusive tour of the locations of “The Hand of God”.",2021,,8.0,['documentation'],['IT'],,tt10666438,7.1,10.0,2.118,6.4
tm983722,Prime Time,MOVIE,"On the last day of 1999, 20-year-old Sebastian locks himself in a TV studio. He has two hostages, a gun, and an important message for the world. The story of the attack explores a rebel’s extreme measures and last resort.",2021,R,93.0,"['thriller', 'drama']",['PL'],,tt11460976,5.2,1796.0,19.187,5.1
tm886188,Caught by a Wave,MOVIE,A summer fling born under the Sicilian sun quickly develops into a heartbreaking love story that forces a boy and girl to grow up too quickly.,2021,,99.0,"['romance', 'drama', 'sport']",['IT'],,tt12013758,5.7,1289.0,24.706,6.7
tm1101878,Honey Girls,MOVIE,"Mega pop star, Fancy G, hosts a contest to find the next big solo artist. But the young contestants realize they are ""better together"" and secretly form a band called Honey Girls and become a huge hit cloaked in mystery.",2021,PG,90.0,"['family', 'music', 'comedy']",['US'],,tt11847606,4.7,173.0,4.527,5.1
tm1183542,Mishan Impossible,MOVIE,Three little kids from Vadamalapeta want to hunt down Dawood Ibrahim and claim prize money. An investigative reporter and her sidekicks want to bring down a child trafficking nexus. How does this motley crew cross paths?,2022,,129.0,"['thriller', 'comedy', 'drama', 'action']",['IN'],,tt14999738,6.8,691.0,2.884,7.2
ts229537,The New Adventures of Oggy,SHOW,Join adorable kitten Oggy and his cast of cat pals in a bright and colorful kitty world. They're always on the go for fun times and fantastic adventures.,2021,TV-Y,22.0,"['comedy', 'family', 'action', 'animation']",['US'],1.0,tt11194006,6.6,40.0,3.219,
tm960145,Spoiled Brats,MOVIE,"A millionaire wants to help his spoiled children be better people, so he tricks them and pretends that the family lost the fortune on which the entitled young people had relied.",2021,,95.0,['comedy'],['FR'],,tt13079150,6.1,5688.0,74.388,6.3
ts267062,Jiva!,SHOW,"A talented street dancer from Umlazi, Durban must confront her fears and deal with family objections to pursue her dancing dreams.",2021,TV-MA,41.0,['drama'],['ZA'],1.0,tt12564616,5.5,267.0,13.142,7.8
ts254956,So Not Worth It,SHOW,"New friends, new loves and new experiences mix together inside a colorful college dormitory in Korea that's home to students from around the world.",2021,,32.0,"['drama', 'comedy']",['KR'],1.0,,,,24.656,8.0
tm810657,Uppena,MOVIE,Aasi has been in love with Bebamma since their childhood. But it is more than her father Rayanam that threatens to form a chasm between the lovers.,2021,,147.0,['drama'],['IN'],,,,,4.709,6.3
tm876083,Xtreme,MOVIE,"Two years after the murder of his son and father, a retired hitman sets in motion a carefully crafted revenge plan against the killer: his own brother.",2021,,111.0,"['action', 'crime', 'drama', 'thriller', 'fantasy']",['ES'],,tt11658120,5.8,4351.0,31.451,6.6
ts305732,Metal Shop Masters,SHOW,"A group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.",2021,TV-MA,33.0,['reality'],['US'],1.0,tt15216520,5.7,561.0,2.822,6.3
ts313902,Your Life is a Joke,SHOW,Comedian Oliver Polak gets to know celebrities at some of their favorite spots before roasting them with good-natured stand-up sets.,2021,TV-MA,37.0,"['comedy', 'documentation']",['DE'],1.0,tt15663868,5.4,87.0,0.76,3.0
tm1102856,The Four of Us,MOVIE,"After their partner swap experiment takes a turn, four friends arrive at a remote beach hut to face the fallout and purge themselves of deeper truths.",2021,,88.0,"['romance', 'drama', 'comedy']",['DE'],,tt15360916,5.3,1036.0,15.115,5.5
ts302653,Light the Night,SHOW,"Taking the hotel on Linsen North Road in Taiwan as the background, it is a realistic drama that describes the love and hatred between the Japanese-style hotel proprietress and Yang Jin Hua in 1988 and a group of amorous ladies under her.",2021,TV-MA,59.0,"['drama', 'crime', 'thriller']",['TW'],3.0,tt15808044,7.4,1054.0,17.328,8.9
tm462311,Latte and the Magic Waterstone,MOVIE,"When a greedy bear steals a magic stone to keep the forest’s water for himself, a brave hedgehog and a timid squirrel must work together to retrieve it.",2022,,82.0,"['animation', 'comedy', 'family', 'european']","['BE', 'DE']",,tt9038290,5.6,955.0,33.97,6.4
tm855340,Thalaivii,MOVIE,"The biopic charts the life of actor-turned-chief minister J. Jayalalitha and the relationship paving her rapid yet complicated path to power, who served five terms as the Chief Minister for the Indian state of Tamil Nadu.",2021,G,153.0,['drama'],['IN'],,tt10152736,5.9,30621.0,2.301,5.0
ts326955,The Fame Game,SHOW,"When India's most famous actress goes missing, the search for her chips away at the flawless facade of her life and family, revealing painful truths.",2022,,44.0,['drama'],['IN'],1.0,,,,3.551,7.0
tm1000185,Squared Love,MOVIE,A celebrity journalist and renowned womanizer starts to rethink his life choices after he falls for a mysterious model who leads a double life.,2021,,102.0,"['comedy', 'romance']",['PL'],,tt13846542,5.1,3158.0,14.92,6.1
tm1030283,Why Did You Kill Me?,MOVIE,The line between justice and revenge blurs when a devastated family uses social media to track down the people who killed 24-year-old Crystal Theobald.,2021,R,83.0,"['crime', 'documentation']",['US'],,tt14318430,5.6,4175.0,14.666,6.2
tm1040337,Security,MOVIE,"After the assault of a young woman in their seaside town, a security expert and his family get caught in a powerful riptide of secrets and lies.",2021,,118.0,['thriller'],['IT'],,tt11892916,4.9,1989.0,25.561,5.7
ts306188,Motel Makeover,SHOW,"Amid project pitfalls and a pandemic, besties-turned-business partners bring their design magic to a rundown motel and revamp it into a go-to getaway.",2021,,30.0,['reality'],['CA'],1.0,tt15128558,4.9,720.0,1.425,5.0
tm1039422,Nail Bomber: Manhunt,MOVIE,"This documentary examines the 1999 London bombings that targeted Black, Bangladeshi and gay communities, and the race to find the far-right perpetrator. He terrorized a city, seeking to ignite a race war but justice was served by those who wouldn't let his hate win.",2021,,72.0,"['crime', 'history', 'documentation']",['GB'],,tt12939812,6.3,2142.0,9.516,6.6
ts308516,"Young, Famous & African",SHOW,"This reality series follows a crew of famed, affluent stars as they work and play, flirt and feud in Johannesburg, South Africa. This all-African reality series includes actor Khanyi Mbau, musician Diamond Platnumz and rapper Nadia Nakai.",2022,TV-MA,43.0,['reality'],['ZA'],1.0,tt15302054,4.4,417.0,5.222,9.3
ts329882,Secrets of Summer,SHOW,"A remote Argentine resort revives its wakeboarding competition, drawing in Mexican athlete Steffi, who is determined to uncover a family secret.",2022,TV-Y,30.0,"['drama', 'family', 'music']",['ES'],1.0,tt12379170,5.9,131.0,5.03,8.4
tm1006127,Arlo the Alligator Boy,MOVIE,"A young humanoid alligator travels to the big city in hopes of reuniting with his estranged father, meeting a colorful cast of characters along the way.",2021,,90.0,"['animation', 'comedy', 'family']",['US'],,tt13454122,6.4,1105.0,17.89,6.9
ts317064,Where Is Marta?,SHOW,"Teenager Marta del Castillo's disappearance made headlines in Spain. Family, friends, police and more weigh in on a case that is still unresolved.",2021,,63.0,"['crime', 'documentation']",['ES'],1.0,tt15796898,6.8,1267.0,2.99,7.4
tm1196455,The Photographer: Murder in Pinamar,MOVIE,"The murder of photographer José Luis Cabezas in the summer of 1997 deeply shakes Argentina, and ends up revealing a mafia scheme in which the political and economic powers  appear to be involved.",2022,,105.0,"['documentation', 'crime']",['AR'],,tt19731714,6.7,494.0,49.939,7.2
tm990972,The Last Paradiso,MOVIE,"In 1950s Italy, a farmer's dream of improving workers’ living conditions collapses when he falls for a landowner's daughter. Based on true events.",2021,,107.0,"['drama', 'romance']",['IT'],,tt11428926,5.6,1350.0,16.792,5.9
ts232506,50M2,SHOW,"After being betrayed by his boss, a hitman hides out in a vacant tailor shop, where he's mistaken for the late owner's son, an identity he decides to embrace.",2021,TV-MA,49.0,"['comedy', 'drama', 'thriller', 'crime']",['TR'],1.0,tt11617848,6.9,5645.0,7.607,7.5
tm1074622,Cobra Kai - The Afterparty,MOVIE,"Ralph Macchio, William Zabka and more from the ""Cobra Kai"" cast drop by to chat Season 3 (spoilers ahead!), followed by Bill Burr of ""F Is for Family.""",2021,,34.0,[],['US'],,,,,1.4,
ts330289,Smother-In-Law,SHOW,"Living with her family since the pandemic struck, the meddling Isadir does her best to disrupt the lives of her bumbling son and rival daughter-in-law.",2022,TV-MA,25.0,['comedy'],['BR'],1.0,tt15353358,4.2,130.0,2.507,9.4
tm1063013,The Father Who Moves Mountains,MOVIE,"Mircea, former Intelligence officer, finds out that his son from has gone missing in the mountains. He travels there to find him. After days of searches, Mircea put his own rescue team together, leading to conflict with the local squad.",2021,PG-13,108.0,"['thriller', 'drama']","['SE', 'RO']",,tt8886670,5.5,3472.0,19.955,6.0
tm996040,Forever Out of My League,MOVIE,"Marta may be an orphan, and she may be affected by a lethal illness, yet she is the most positive person one can meet. She wants a boy to fall for her. Not any boy - the most handsome of them all. One day, she may have found her match.",2022,,104.0,"['romance', 'comedy', 'drama']",['IT'],,tt14362698,5.3,463.0,61.008,5.7
tm945283,Hand Rolled Cigarette,MOVIE,"A retired British Chinese soldier, a young South Asian man, an encounter at Chungking Mansions.  Coincidentally, they both offended the same gang boss. What has given them a new lease of life and how do they rediscover themselves through each other’s company…",2021,,100.0,['thriller'],['HK'],,,,,3.191,5.3
tm1075596,Monster Hunter: Legends of the Guild,MOVIE,"In a world where humans and fearsome monsters live in an uneasy balance, young hunter Aiden fights to save his village from destruction by a dragon.",2021,PG-13,58.0,"['fantasy', 'animation', 'action']",['US'],,,,,16.28,5.7
ts311958,The Hungry and the Hairy,SHOW,"On the motorbike road trip of their dreams, buddies Rain and Ro Hong-chul relax and unwind as they delight in tasty eats and scenic locales around Korea.",2021,TV-14,63.0,['reality'],['KR'],1.0,tt16088530,7.5,243.0,3.132,8.0
tm979688,Homunculus,MOVIE,"A homeless man meets a medical school student who pays him to volunteer for a surgical procedure known as trepanation, drilling a hole in his skull, which ends up giving him the ability to communicate with the dark side of people’s subconscious minds.",2021,,119.0,"['thriller', 'drama', 'fantasy']",['JP'],,tt14404280,5.5,2749.0,14.111,5.88
tm1033803,Searching for Sheela,MOVIE,Journalists and fans await Ma Anand Sheela as the infamous former Rajneesh commune's spokesperson returns to India after decades for an interview tour.,2021,,58.0,"['documentation', 'crime']",['IN'],,tt14167424,4.3,1360.0,5.135,5.9
ts302570,John of God: The Crimes of a Spiritual Healer,SHOW,"Idolized medium João Teixeira de Faria rises to international fame before horrifying abuse is revealed by survivors, prosecutors and the press.",2021,TV-MA,50.0,"['crime', 'documentation']",['BR'],1.0,tt15233856,6.5,826.0,1.812,7.8
tm1038096,Carnaval,MOVIE,"After a breakup, an influencer takes her friends on a free trip to Bahia's vibrant Carnival, where she learns life's not just about social media likes.",2021,,94.0,['comedy'],['BR'],,tt14074470,4.0,914.0,27.733,5.1
ts285854,Till Death,SHOW,"Fed up with his wife’s distancing from him, Hadi goes on a business trip to Turkey where he meets a special woman, an encounter that changes his life forever.",2021,TV-MA,53.0,['drama'],['LB'],2.0,,,,27.741,6.7
ts343426,Senzo: Murder of a Soccer Star,SHOW,"Soccer player Senzo Meyiwa was a national hero before his killing shocked South Africa. Who did it, and why? This docuseries dives into the evidence.",2022,TV-MA,42.0,"['crime', 'sport', 'documentation']","['ZA', 'US']",1.0,tt18954258,5.2,187.0,2.052,10.0
tm1031448,Barbie & Chelsea: The Lost Birthday,MOVIE,"Enjoy high-sea thrills as Barbie, Chelsea and the rest of the Roberts family set sail on an adventure cruise.  ""Barbie & Chelsea The Lost Birthday"" tells the story of Chelsea, Barbie’s precocious youngest sister, and the rest of the Roberts family as they set sail on an adventure cruise for her seventh birthday. When they cross the International Date Line, Chelsea discovers her actual birthday has been lost and she embarks on a fantastical journey through an enchanted jungle island in order to save it.",2021,,60.0,['animation'],['US'],,tt14317062,,,69.565,7.1
tm1195428,All About Gila,MOVIE,"Popular Spanish comedians takes the stage — and pick up the phone — to honor the esteemed Miguel Gila, re-creating his most beloved stand-up performances.",2022,,76.0,['comedy'],[],,tt19072490,4.2,79.0,2.75,5.6
tm1039168,Cinema Bandi,MOVIE,A struggling rickshaw driver’s life takes a rollicking turn when he comes upon an expensive camera and decides to make a film with his fellow villagers.,2021,,98.0,"['drama', 'comedy']",['IN'],,tt14554338,7.9,2488.0,1.609,7.4
tm1164320,Behind the Scenes With Jane Campion,MOVIE,"Get a rare glimpse into the creative process of Academy Award-winning filmmaker Jane Campion as she shares her memories of making ""The Power of the Dog.""",2022,,17.0,['documentation'],['US'],,,,,2.958,7.0
tm904862,Just Say Yes,MOVIE,Incurable romantic Lotte's life is upended when her plans for a picture-perfect wedding unravel--just as her self-absorbed sister gets engaged.,2021,,97.0,"['comedy', 'romance']",['NL'],,tt12154638,4.5,1968.0,47.626,6.533
tm926580,A Family,MOVIE,"A story of yakuza family from 1999 to 2019. Kenji Yamamoto’s father died from using a stimulant drug. His life fell into desperation. Kenji Yamamoto then joined a crime syndicate. There, he meets the gang's boss Hiroshi Shibasaki. Hiroshi Shibasaki reaches out to Kenji Yamamoto and they developed a relationship like father and son. As time passes, Kenji Yamamoto has his own family.",2021,R,136.0,"['crime', 'drama']",['JP'],,tt13356884,7.0,2268.0,4.822,7.2
tm1017664,Baggio: The Divine Ponytail,MOVIE,"Biographical film about Italian footballer Roberto Baggio, a man who inspired entire generations to play football. A unique footballer, capable of thrilling fans all over the world.",2021,,91.0,"['sport', 'drama']",['IT'],,tt14025788,6.1,4427.0,11.747,6.5
tm977620,Asakusa Kid,MOVIE,"In 1965, Takeshi Kitano drops out of a university and enters the Asakusa France Za, which is a performance theater. He becomes an apprentice to Senzaburo Fukami, who is a legendary entertainer. Senzaburo Fukami demands that Takeshi Kitano keep the mindset of an entertainer, not only on stage, but also in his daily life. Takeshi Kitano cultivates his dream of becoming an entertainer with other apprentices. Due to the popularity of TV, people attend the theater less and less, but Takeshi Kitano spends his youthful days with Senzaburo Fukami and other apprentices who are full of talent and unique personalities.",2021,,123.0,['drama'],['JP'],,tt13528562,7.1,1223.0,51.832,6.8
tm1118822,Sex: Unzipped,MOVIE,"Rap superstar Saweetie hosts a celebration of sexual health and positivity, with help from expert educators, candid stand-ups and uninhibited puppets.",2021,,59.0,"['comedy', 'documentation']",['US'],,tt15523050,2.5,411.0,3.031,3.8
tm1185568,Broken Idol: The Undoing of Diomedes Díaz,MOVIE,"This documentary chronicles Diomedes Díaz's rise as one of Colombia's most iconic singers, and his downfall after being accused of killing a fan.",2022,R,102.0,"['documentation', 'crime']",['CO'],,tt18750180,6.3,178.0,36.234,7.333
ts310331,Twenty Somethings: Austin,SHOW,"Set in Austin, Texas, this growing-up reality show is where twenty-somethings find love, friendship and embark on a new adventure: life.",2021,TV-MA,32.0,['reality'],['US'],1.0,tt15204216,5.9,462.0,2.018,1.5
tm1110205,This Is Not a Comedy,MOVIE,"A comedian finds new meaning in his life when his best friend asks him to be her sperm donor, and he meets a girl who connects with the cosmos.",2021,,105.0,"['comedy', 'drama']",['MX'],,tt11363540,4.9,339.0,41.331,6.2
tm1119455,Camp Confidential: America's Secret Nazis,MOVIE,"Camp Confidential: America's Secret Nazis, is a documentary short featuring animation that  focuses on the story of a top secret POW camp that was classified for over 5 decades. In the midst of WWII, a group of young Jewish refugees are assigned to guard a top secret POW camp near Washington D.C. The Jewish soldiers soon discover that their prisoners are no other than Hitler's top scientists - What starts out as an intelligence mission to gather information from the Nazis, soon gets a shocking twist when the Jewish soldiers are tasked with a very different mission altogether. A mission that would question their moral values - exposing a dark secret from America's past.",2021,PG-13,34.0,"['documentation', 'animation', 'history']",['US'],,tt15470770,6.3,,14.501,7.1
ts293346,Race: Bubba Wallace,SHOW,Follows the NASCAR driver Bubba Wallace as he competes for the 23XI Racing team.,2022,TV-MA,47.0,"['documentation', 'sport']",['US'],1.0,tt14513646,5.9,453.0,2.052,5.7
tm1137797,137 Shots,MOVIE,"In this documentary, law enforcement faces scrutiny as Americans demand justice after police violence claims multiple Black lives in Cleveland.",2021,R,104.0,"['documentation', 'crime']",[],,tt16379224,6.2,869.0,2.992,6.9
tm1172947,Toolsidas Junior,MOVIE,"A young boy seeks to master the game of snooker to defend his father’s legacy after a humiliating loss. But first, he’ll need help from a hardened pro.",2022,,130.0,"['drama', 'family', 'sport']",['IN'],,tt13623916,7.5,1783.0,3.468,7.0
ts285422,Newton's Cradle,SHOW,"The two lovers, Hazem and Hana, decide to have their baby in America to get the nationality. However, they come across many obstacles that threaten their marriage, especially when Hana stays in America and does not come back.",2021,TV-14,41.0,"['drama', 'thriller']",['EG'],1.0,tt11703922,8.0,1641.0,3.996,8.5
tm942277,Accomplice,MOVIE,"It’s a moment time-stamped in our brains. Maybe it was a birthday gift. Or perhaps you saved paycheck after paycheck to finally purchase one. However you met your first bicycle, it was the pedal strokes that came afterward that hooked you onto something intangible. Adventure. Connection. Freedom. From the producers of UnReal and the director of Where The Trail Ends comes Accomplice, an homage to all the crazy adventures and crazier comrades that result from our finest sidekick. On the surface, Accomplice takes you to mind blowing locations across the globe with the world’s top riders. But beyond that, Teton Gravity Research’s latest film celebrates how the bicycle is more than just a mode of transportation - it’s a vehicle for the human spirit.",2021,,52.0,['documentation'],"['US', 'IL']",,tt13947978,7.2,380.0,3.384,7.8
tm1102570,Swallow,MOVIE,"Set in the 1980s, Tolani Ajao is a bank secretary in Lagos, who finds herself persuaded by her friend Rose Adamson to enter the world of drug trafficking.",2021,,128.0,"['drama', 'thriller', 'history']",[],,tt14391622,3.5,187.0,22.059,4.8
tm856634,Jagame Thandhiram,MOVIE,"When a clever, carefree gangster is recruited to help an overseas crime lord take down a rival, he is caught off guard by the moral dilemmas that follow.",2021,,158.0,"['comedy', 'crime', 'action', 'drama', 'thriller']","['GB', 'IN']",,tt10661848,5.8,11731.0,12.421,6.4
tm1174919,Mike Epps: Indiana Mike,MOVIE,"Filmed at the Walker Theatre in his hometown of Indianapolis, with an audience that includes the Mayor, the Indiana Pacers, and his criminal lawyer since 1992, Mike Epps returns for his third hour-long Netflix comedy special. Epps exclaims what he loves about Indiana, his parents’ legacy and much more.",2022,,58.0,"['comedy', 'documentation']",[],,tt18314226,4.2,224.0,1.89,2.0
ts304709,Bake Squad,SHOW,Expert bakers elevate desserts with next-level ideas and epic execution. Now the battle is on to win over clients in need of very special sweets.,2021,TV-PG,35.0,"['family', 'reality']",['US'],1.0,tt15078760,6.9,690.0,3.028,7.7
tm1031499,Get the Grift,MOVIE,"After a botched scam, Clóvis bumps into Lohane, his estranged foster sister. In a bind, they soon realize the only way out is to band together.",2021,,94.0,"['crime', 'comedy']",['BR'],,tt14371060,5.3,748.0,20.388,6.5
tm1143058,How I Fell in Love with a Gangster,MOVIE,"A mysterious woman recounts the rise and fall of Nikodem ""Nikoś"" Skotarczak, one of the biggest gangsters in Poland's history. Inspired by a true story.",2022,,179.0,"['drama', 'crime']",['PL'],,tt16453244,6.0,2248.0,29.595,6.7
tm1152323,Ms. Pat: Y'all Wanna Hear Something Crazy?,MOVIE,"Ms. Pat finds laughter in the absurdities of parenting, pet lovers and very unfortunate lip trends as she unpacks a painful past with humor and honesty.",2022,R,54.0,['comedy'],['US'],,tt15338656,5.9,166.0,2.646,7.0
tm963023,Chandigarh Kare Aashiqui,MOVIE,"Manu, a bodybuilder from Chandigarh, India, falls in love with Maanvi, a Zumba teacher. All seems well until a revelation causes turmoil in their love story.",2021,,117.0,"['romance', 'comedy', 'crime', 'drama']",['IN'],,tt12861850,6.8,13203.0,3.723,6.7
tm1166429,Whindersson Nunes: My Own Show!,MOVIE,Comedian Whindersson Nunes brings his quirky impersonations and streetwise takes on different cultures to the historic stage of Teatro Amazonas.,2022,,63.0,"['comedy', 'documentation']",['BR'],,tt17887288,7.0,251.0,3.444,7.4
tm1068692,Emicida AmarElo Live in Sao Paulo,MOVIE,"To the beat of his avant-garde and eclectic rhythms, Brazilian rapper Emicida performs hits from his album AmarElo at the São Paulo Municipal Theater.",2021,,99.0,"['documentation', 'music']",['BR'],,tt14910946,7.6,44.0,1.88,9.8
